Category;Order Date;Segment;Sales Target
Technology;2020-04-02;Corporate;4969 
Furniture;2020-04-02;Corporate;904 
Office Supplies;2020-04-02;Consumer;302 
Office Supplies;2020-04-02;Corporate;30 
Technology;2020-04-03;Home Office;385 
Furniture;2020-04-03;Home Office;350 
Furniture;2020-04-03;Consumer;28 
Office Supplies;2020-04-03;Consumer;16 
Office Supplies;2020-04-03;Home Office;10 
Furniture;2020-04-04;Consumer;25 
Office Supplies;2020-04-04;Consumer;6 
Technology;2020-04-05;Consumer;376 
Office Supplies;2020-04-05;Home Office;254 
Technology;2020-04-05;Home Office;152 
Office Supplies;2020-04-07;Home Office;106 
Office Supplies;2020-04-07;Corporate;8 
Furniture;2020-04-08;Home Office;1001 
Technology;2020-04-08;Home Office;820 
Office Supplies;2020-04-08;Home Office;22 
Office Supplies;2020-04-09;Home Office;3289 
Office Supplies;2020-04-09;Corporate;2503 
Furniture;2020-04-09;Corporate;567 
Office Supplies;2020-04-10;Home Office;822 
Office Supplies;2020-04-10;Consumer;686 
Office Supplies;2020-04-10;Corporate;110 
Office Supplies;2020-04-11;Home Office;259 
Office Supplies;2020-04-11;Consumer;208 
Technology;2020-04-11;Consumer;98 
Technology;2020-04-11;Home Office;97 
Furniture;2020-04-11;Consumer;38 
Furniture;2020-04-11;Corporate;13 
Office Supplies;2020-04-11;Corporate;4 
Technology;2020-04-12;Consumer;238 
Office Supplies;2020-04-12;Consumer;87 
Office Supplies;2020-04-12;Home Office;11 
Office Supplies;2020-04-13;Consumer;77 
Office Supplies;2020-04-14;Corporate;927 
Furniture;2020-04-14;Corporate;389 
Furniture;2020-04-15;Corporate;265 
Furniture;2020-04-15;Consumer;259 
Office Supplies;2020-04-15;Consumer;130 
Office Supplies;2020-04-15;Home Office;9 
Furniture;2020-04-16;Corporate;179 
Office Supplies;2020-04-16;Corporate;98 
Office Supplies;2020-04-16;Home Office;22 
Office Supplies;2020-04-16;Consumer;19 
Office Supplies;2020-04-17;Corporate;449 
Office Supplies;2020-04-17;Consumer;287 
Furniture;2020-04-17;Consumer;98 
Office Supplies;2020-04-17;Home Office;60 
Technology;2020-04-17;Corporate;28 
Technology;2020-04-18;Home Office;2805 
Technology;2020-04-18;Consumer;272 
Furniture;2020-04-18;Consumer;270 
Office Supplies;2020-04-18;Corporate;180 
Office Supplies;2020-04-18;Consumer;65 
Office Supplies;2020-04-18;Home Office;60 
Office Supplies;2020-04-21;Home Office;909 
Office Supplies;2020-04-21;Corporate;357 
Furniture;2020-04-21;Consumer;328 
Office Supplies;2020-04-21;Consumer;213 
Technology;2020-04-21;Home Office;135 
Furniture;2020-04-21;Corporate;85 
Furniture;2020-04-21;Home Office;38 
Furniture;2020-04-22;Consumer;943 
Office Supplies;2020-04-22;Consumer;108 
Technology;2020-04-22;Corporate;49 
Office Supplies;2020-04-22;Corporate;21 
Technology;2020-04-22;Consumer;11 
Office Supplies;2020-04-23;Consumer;736 
Furniture;2020-04-23;Home Office;267 
Furniture;2020-04-23;Consumer;19 
Office Supplies;2020-04-24;Consumer;448 
Furniture;2020-04-24;Home Office;423 
Technology;2020-04-24;Consumer;144 
Furniture;2020-04-24;Consumer;109 
Technology;2020-04-24;Home Office;48 
Office Supplies;2020-04-24;Corporate;16 
Office Supplies;2020-04-24;Home Office;3 
Technology;2020-04-25;Consumer;486 
Office Supplies;2020-04-25;Corporate;241 
Office Supplies;2020-04-25;Consumer;75 
Technology;2020-04-25;Corporate;63 
Office Supplies;2020-04-25;Home Office;2 
Furniture;2020-04-26;Consumer;376 
Office Supplies;2020-04-26;Consumer;126 
Office Supplies;2020-04-26;Home Office;120 
Technology;2020-04-26;Consumer;97 
Office Supplies;2020-04-27;Home Office;58 
Furniture;2020-04-27;Consumer;2 
Furniture;2020-04-28;Corporate;203 
Office Supplies;2020-04-28;Consumer;163 
Furniture;2020-04-28;Consumer;120 
Office Supplies;2020-04-28;Corporate;31 
Technology;2020-04-29;Consumer;744 
Office Supplies;2020-04-29;Consumer;28 
Office Supplies;2020-04-29;Corporate;13 
Furniture;2020-04-30;Corporate;1059 
Office Supplies;2020-04-30;Consumer;4 
Technology;2020-05-01;Corporate;707 
Office Supplies;2020-05-01;Home Office;278 
Furniture;2020-05-01;Home Office;243 
Office Supplies;2020-05-01;Corporate;129 
Furniture;2020-05-01;Corporate;92 
Office Supplies;2020-05-01;Consumer;15 
Furniture;2020-05-02;Consumer;3444 
Technology;2020-05-02;Home Office;45 
Office Supplies;2020-05-02;Consumer;8 
Technology;2020-05-03;Corporate;161 
Furniture;2020-05-03;Corporate;131 
Office Supplies;2020-05-03;Consumer;94 
Office Supplies;2020-05-04;Corporate;810 
Furniture;2020-05-04;Corporate;357 
Office Supplies;2020-05-04;Consumer;53 
Office Supplies;2020-05-05;Consumer;753 
Furniture;2020-05-05;Corporate;328 
Technology;2020-05-05;Corporate;177 
Office Supplies;2020-05-05;Corporate;30 
Furniture;2020-05-06;Consumer;96 
Office Supplies;2020-05-06;Consumer;59 
Office Supplies;2020-05-06;Corporate;31 
Technology;2020-05-07;Consumer;803 
Office Supplies;2020-05-07;Corporate;674 
Furniture;2020-05-07;Corporate;667 
Office Supplies;2020-05-07;Consumer;574 
Technology;2020-05-07;Home Office;417 
Office Supplies;2020-05-07;Home Office;7 
Furniture;2020-05-08;Corporate;1668 
Technology;2020-05-08;Consumer;454 
Technology;2020-05-08;Home Office;83 
Office Supplies;2020-05-08;Corporate;74 
Technology;2020-05-09;Home Office;3091 
Furniture;2020-05-09;Corporate;113 
Office Supplies;2020-05-09;Consumer;80 
Furniture;2020-05-09;Consumer;53 
Office Supplies;2020-05-09;Corporate;38 
Furniture;2020-05-10;Home Office;316 
Office Supplies;2020-05-10;Home Office;287 
Furniture;2020-05-10;Corporate;193 
Technology;2020-05-10;Home Office;178 
Office Supplies;2020-05-10;Corporate;70 
Furniture;2020-05-12;Corporate;187 
Office Supplies;2020-05-12;Consumer;158 
Office Supplies;2020-05-12;Home Office;90 
Furniture;2020-05-12;Home Office;7 
Office Supplies;2020-05-13;Corporate;453 
Furniture;2020-05-13;Corporate;300 
Office Supplies;2020-05-13;Consumer;126 
Technology;2020-05-13;Consumer;78 
Furniture;2020-05-13;Consumer;47 
Office Supplies;2020-05-13;Home Office;10 
Office Supplies;2020-05-14;Corporate;1645 
Technology;2020-05-14;Corporate;547 
Furniture;2020-05-14;Home Office;413 
Office Supplies;2020-05-14;Home Office;372 
Technology;2020-05-15;Consumer;1967 
Furniture;2020-05-15;Consumer;945 
Office Supplies;2020-05-15;Corporate;571 
Office Supplies;2020-05-15;Consumer;350 
Furniture;2020-05-15;Corporate;270 
Technology;2020-05-15;Corporate;79 
Furniture;2020-05-16;Consumer;270 
Office Supplies;2020-05-16;Consumer;84 
Technology;2020-05-16;Consumer;45 
Office Supplies;2020-05-17;Consumer;208 
Office Supplies;2020-05-19;Home Office;653 
Technology;2020-05-19;Consumer;385 
Furniture;2020-05-19;Corporate;305 
Office Supplies;2020-05-19;Corporate;130 
Technology;2020-05-19;Home Office;98 
Technology;2020-05-19;Corporate;84 
Furniture;2020-05-19;Consumer;15 
Office Supplies;2020-05-19;Consumer;3 
Furniture;2020-05-20;Consumer;1401 
Furniture;2020-05-20;Home Office;668 
Office Supplies;2020-05-20;Consumer;639 
Technology;2020-05-20;Corporate;571 
Technology;2020-05-20;Consumer;515 
Office Supplies;2020-05-20;Corporate;388 
Furniture;2020-05-20;Corporate;314 
Technology;2020-05-20;Home Office;32 
Office Supplies;2020-05-20;Home Office;8 
Technology;2020-05-21;Consumer;1157 
Office Supplies;2020-05-21;Consumer;839 
Furniture;2020-05-21;Home Office;483 
Technology;2020-05-21;Home Office;295 
Office Supplies;2020-05-21;Corporate;44 
Furniture;2020-05-22;Corporate;478 
Office Supplies;2020-05-22;Corporate;18 
Furniture;2020-05-23;Consumer;166 
Office Supplies;2020-05-23;Consumer;79 
Technology;2020-05-23;Consumer;68 
Office Supplies;2020-05-23;Home Office;12 
Furniture;2020-05-24;Consumer;180 
Office Supplies;2020-05-24;Consumer;60 
Office Supplies;2020-05-26;Consumer;789 
Technology;2020-05-26;Consumer;116 
Office Supplies;2020-05-26;Home Office;26 
Furniture;2020-05-26;Consumer;20 
Office Supplies;2020-05-27;Corporate;204 
Technology;2020-05-27;Consumer;25 
Office Supplies;2020-05-27;Consumer;14 
Technology;2020-05-28;Home Office;535 
Office Supplies;2020-05-28;Consumer;518 
Furniture;2020-05-28;Consumer;487 
Technology;2020-05-28;Consumer;281 
Technology;2020-05-28;Corporate;117 
Office Supplies;2020-05-28;Home Office;53 
Office Supplies;2020-05-28;Corporate;37 
Furniture;2020-05-29;Corporate;548 
Technology;2020-05-29;Corporate;473 
Furniture;2020-05-29;Consumer;302 
Office Supplies;2020-05-29;Corporate;145 
Technology;2020-05-29;Consumer;49 
Office Supplies;2020-05-30;Consumer;578 
Furniture;2020-05-30;Consumer;64 
Office Supplies;2020-05-30;Home Office;21 
Furniture;2020-05-31;Consumer;500 
Technology;2020-05-31;Home Office;209 
Office Supplies;2020-05-31;Corporate;41 
Office Supplies;2020-05-31;Consumer;34 
Furniture;2020-05-31;Home Office;12 
Office Supplies;2020-06-02;Corporate;2419 
Furniture;2020-06-02;Corporate;2118 
Office Supplies;2020-06-02;Consumer;349 
Technology;2020-06-02;Consumer;152 
Technology;2020-06-02;Corporate;124 
Office Supplies;2020-06-03;Consumer;95 
Office Supplies;2020-06-03;Home Office;24 
Technology;2020-06-03;Home Office;3 
Technology;2020-06-04;Corporate;1076 
Technology;2020-06-04;Consumer;804 
Furniture;2020-06-04;Corporate;458 
Furniture;2020-06-04;Consumer;227 
Office Supplies;2020-06-04;Home Office;120 
Office Supplies;2020-06-04;Corporate;61 
Office Supplies;2020-06-04;Consumer;55 
Office Supplies;2020-06-05;Home Office;106 
Technology;2020-06-05;Corporate;73 
Furniture;2020-06-05;Corporate;33 
Furniture;2020-06-05;Consumer;30 
Office Supplies;2020-06-05;Consumer;22 
Office Supplies;2020-06-05;Corporate;7 
Technology;2020-06-06;Consumer;437 
Office Supplies;2020-06-06;Corporate;22 
Office Supplies;2020-06-07;Home Office;23 
Furniture;2020-06-07;Home Office;5 
Furniture;2020-06-09;Home Office;1573 
Technology;2020-06-09;Corporate;401 
Office Supplies;2020-06-09;Consumer;116 
Office Supplies;2020-06-09;Corporate;103 
Technology;2020-06-09;Consumer;84 
Technology;2020-06-09;Home Office;15 
Office Supplies;2020-06-10;Corporate;771 
Furniture;2020-06-10;Home Office;116 
Office Supplies;2020-06-10;Consumer;46 
Office Supplies;2020-06-10;Home Office;36 
Office Supplies;2020-06-11;Corporate;1454 
Furniture;2020-06-11;Home Office;555 
Technology;2020-06-11;Home Office;238 
Technology;2020-06-11;Consumer;237 
Office Supplies;2020-06-11;Consumer;71 
Office Supplies;2020-06-11;Home Office;32 
Office Supplies;2020-06-12;Home Office;368 
Technology;2020-06-12;Consumer;347 
Office Supplies;2020-06-12;Consumer;331 
Furniture;2020-06-12;Home Office;244 
Furniture;2020-06-12;Consumer;171 
Furniture;2020-06-13;Consumer;760 
Furniture;2020-06-13;Home Office;476 
Technology;2020-06-13;Consumer;137 
Office Supplies;2020-06-13;Consumer;102 
Office Supplies;2020-06-13;Home Office;82 
Furniture;2020-06-14;Home Office;830 
Office Supplies;2020-06-14;Consumer;169 
Office Supplies;2020-06-14;Home Office;161 
Technology;2020-06-14;Home Office;50 
Technology;2020-06-16;Corporate;2860 
Furniture;2020-06-16;Consumer;776 
Office Supplies;2020-06-16;Corporate;301 
Furniture;2020-06-16;Corporate;149 
Office Supplies;2020-06-16;Home Office;141 
Technology;2020-06-16;Consumer;45 
Office Supplies;2020-06-16;Consumer;22 
Furniture;2020-06-17;Consumer;1500 
Technology;2020-06-17;Consumer;657 
Office Supplies;2020-06-17;Consumer;239 
Office Supplies;2020-06-17;Home Office;215 
Office Supplies;2020-06-17;Corporate;19 
Technology;2020-06-18;Home Office;3331 
Office Supplies;2020-06-18;Consumer;224 
Furniture;2020-06-18;Consumer;169 
Office Supplies;2020-06-18;Corporate;21 
Furniture;2020-06-19;Consumer;945 
Office Supplies;2020-06-19;Home Office;77 
Office Supplies;2020-06-19;Consumer;41 
Furniture;2020-06-20;Corporate;719 
Furniture;2020-06-20;Home Office;471 
Office Supplies;2020-06-20;Consumer;362 
Office Supplies;2020-06-20;Corporate;263 
Technology;2020-06-20;Corporate;194 
Furniture;2020-06-20;Consumer;51 
Office Supplies;2020-06-20;Home Office;6 
Technology;2020-06-21;Consumer;796 
Office Supplies;2020-06-21;Consumer;134 
Office Supplies;2020-06-22;Home Office;569 
Office Supplies;2020-06-22;Consumer;42 
Furniture;2020-06-22;Consumer;16 
Furniture;2020-06-23;Home Office;449 
Office Supplies;2020-06-23;Home Office;48 
Office Supplies;2020-06-23;Consumer;36 
Office Supplies;2020-06-25;Corporate;535 
Furniture;2020-06-25;Consumer;436 
Office Supplies;2020-06-25;Consumer;194 
Furniture;2020-06-26;Consumer;1094 
Technology;2020-06-26;Consumer;146 
Office Supplies;2020-06-26;Home Office;96 
Technology;2020-06-27;Consumer;1734 
Office Supplies;2020-06-27;Corporate;1020 
Furniture;2020-06-27;Consumer;563 
Technology;2020-06-27;Home Office;473 
Office Supplies;2020-06-27;Consumer;339 
Furniture;2020-06-27;Corporate;282 
Office Supplies;2020-06-27;Home Office;22 
Technology;2020-06-28;Corporate;1249 
Furniture;2020-06-28;Home Office;172 
Furniture;2020-06-28;Corporate;131 
Office Supplies;2020-06-28;Consumer;21 
Office Supplies;2020-06-28;Corporate;19 
Office Supplies;2020-06-30;Consumer;1904 
Office Supplies;2020-06-30;Corporate;1225 
Furniture;2020-06-30;Consumer;732 
Furniture;2020-06-30;Corporate;697 
Technology;2020-06-30;Consumer;54 
Furniture;2020-07-01;Consumer;1458 
Technology;2020-07-01;Home Office;1072 
Office Supplies;2020-07-01;Corporate;1020 
Furniture;2020-07-01;Home Office;531 
Office Supplies;2020-07-01;Consumer;490 
Office Supplies;2020-07-01;Home Office;78 
Furniture;2020-07-01;Corporate;21 
Office Supplies;2020-07-02;Home Office;589 
Office Supplies;2020-07-03;Home Office;186 
Technology;2020-07-04;Home Office;3837 
Furniture;2020-07-04;Consumer;729 
Technology;2020-07-04;Corporate;573 
Technology;2020-07-04;Consumer;518 
Office Supplies;2020-07-04;Corporate;295 
Furniture;2020-07-04;Home Office;230 
Office Supplies;2020-07-04;Home Office;90 
Office Supplies;2020-07-04;Consumer;76 
Furniture;2020-07-06;Corporate;286 
Technology;2020-07-06;Corporate;80 
Office Supplies;2020-07-06;Corporate;56 
Furniture;2020-07-07;Consumer;307 
Office Supplies;2020-07-07;Corporate;17 
Technology;2020-07-08;Consumer;1167 
Technology;2020-07-08;Corporate;270 
Furniture;2020-07-08;Consumer;87 
Office Supplies;2020-07-08;Consumer;48 
Office Supplies;2020-07-09;Consumer;902 
Furniture;2020-07-09;Consumer;210 
Office Supplies;2020-07-09;Corporate;173 
Office Supplies;2020-07-09;Home Office;167 
Furniture;2020-07-09;Home Office;155 
Technology;2020-07-09;Corporate;155 
Furniture;2020-07-09;Corporate;118 
Technology;2020-07-09;Consumer;52 
Office Supplies;2020-07-10;Consumer;877 
Furniture;2020-07-10;Home Office;569 
Technology;2020-07-10;Consumer;268 
Office Supplies;2020-07-10;Corporate;62 
Office Supplies;2020-07-11;Home Office;328 
Office Supplies;2020-07-11;Corporate;42 
Furniture;2020-07-11;Consumer;18 
Technology;2020-07-12;Corporate;1482 
Office Supplies;2020-07-12;Corporate;196 
Technology;2020-07-12;Consumer;143 
Office Supplies;2020-07-12;Consumer;32 
Office Supplies;2020-07-13;Consumer;4 
Office Supplies;2020-07-14;Corporate;352 
Furniture;2020-07-14;Consumer;90 
Technology;2020-07-14;Consumer;43 
Technology;2020-07-15;Consumer;2601 
Furniture;2020-07-15;Consumer;686 
Office Supplies;2020-07-15;Consumer;405 
Furniture;2020-07-16;Consumer;965 
Furniture;2020-07-16;Corporate;943 
Office Supplies;2020-07-16;Corporate;183 
Technology;2020-07-16;Consumer;45 
Office Supplies;2020-07-16;Consumer;44 
Furniture;2020-07-17;Consumer;326 
Office Supplies;2020-07-17;Home Office;3 
Furniture;2020-07-18;Corporate;1111 
Technology;2020-07-18;Home Office;712 
Office Supplies;2020-07-18;Home Office;105 
Office Supplies;2020-07-18;Corporate;88 
Furniture;2020-07-18;Home Office;33 
Furniture;2020-07-18;Consumer;7 
Furniture;2020-07-19;Consumer;1444 
Technology;2020-07-19;Consumer;582 
Office Supplies;2020-07-19;Consumer;28 
Office Supplies;2020-07-21;Corporate;1220 
Furniture;2020-07-21;Corporate;499 
Technology;2020-07-21;Corporate;386 
Office Supplies;2020-07-21;Consumer;73 
Furniture;2020-07-21;Consumer;9 
Technology;2020-07-22;Corporate;1773 
Furniture;2020-07-22;Consumer;642 
Office Supplies;2020-07-22;Consumer;418 
Technology;2020-07-22;Consumer;358 
Office Supplies;2020-07-22;Home Office;284 
Technology;2020-07-22;Home Office;215 
Office Supplies;2020-07-22;Corporate;97 
Furniture;2020-07-23;Consumer;579 
Technology;2020-07-23;Corporate;30 
Technology;2020-07-24;Home Office;380 
Office Supplies;2020-07-24;Consumer;182 
Technology;2020-07-24;Consumer;174 
Office Supplies;2020-07-24;Corporate;124 
Office Supplies;2020-07-24;Home Office;14 
Technology;2020-07-25;Corporate;2112 
Office Supplies;2020-07-26;Consumer;356 
Furniture;2020-07-26;Home Office;289 
Furniture;2020-07-26;Consumer;151 
Technology;2020-07-27;Corporate;1551 
Furniture;2020-07-27;Corporate;351 
Technology;2020-07-28;Consumer;841 
Furniture;2020-07-28;Consumer;331 
Office Supplies;2020-07-28;Consumer;36 
Technology;2020-07-29;Corporate;1214 
Office Supplies;2020-07-29;Corporate;22 
Technology;2020-07-30;Consumer;500 
Furniture;2020-07-30;Consumer;356 
Office Supplies;2020-07-30;Consumer;249 
Technology;2020-07-30;Corporate;121 
Office Supplies;2020-07-30;Corporate;3 
Office Supplies;2020-07-31;Consumer;385 
Technology;2020-07-31;Consumer;83 
Office Supplies;2020-07-31;Home Office;74 
Office Supplies;2020-08-01;Home Office;873 
Technology;2020-08-01;Consumer;309 
Office Supplies;2020-08-01;Corporate;217 
Office Supplies;2020-08-01;Consumer;48 
Technology;2020-08-01;Home Office;45 
Furniture;2020-08-01;Consumer;35 
Technology;2020-08-02;Corporate;1426 
Technology;2020-08-02;Consumer;335 
Office Supplies;2020-08-02;Consumer;192 
Office Supplies;2020-08-02;Corporate;90 
Furniture;2020-08-04;Consumer;283 
Office Supplies;2020-08-04;Consumer;175 
Technology;2020-08-04;Consumer;37 
Office Supplies;2020-08-04;Corporate;14 
Office Supplies;2020-08-05;Corporate;20 
Office Supplies;2020-08-06;Consumer;254 
Office Supplies;2020-08-06;Home Office;150 
Technology;2020-08-06;Consumer;73 
Office Supplies;2020-08-06;Corporate;15 
Technology;2020-08-07;Home Office;775 
Office Supplies;2020-08-07;Home Office;275 
Furniture;2020-08-07;Consumer;160 
Office Supplies;2020-08-07;Corporate;118 
Office Supplies;2020-08-07;Consumer;75 
Office Supplies;2020-08-08;Consumer;1729 
Technology;2020-08-08;Consumer;1294 
Furniture;2020-08-08;Consumer;223 
Technology;2020-08-11;Consumer;1294 
Office Supplies;2020-08-11;Corporate;174 
Furniture;2020-08-11;Consumer;106 
Office Supplies;2020-08-11;Consumer;64 
Office Supplies;2020-08-12;Home Office;443 
Technology;2020-08-12;Corporate;135 
Office Supplies;2020-08-12;Corporate;48 
Furniture;2020-08-13;Corporate;1922 
Office Supplies;2020-08-13;Consumer;939 
Technology;2020-08-13;Consumer;689 
Office Supplies;2020-08-13;Corporate;252 
Furniture;2020-08-13;Consumer;56 
Office Supplies;2020-08-14;Consumer;2068 
Furniture;2020-08-14;Consumer;501 
Office Supplies;2020-08-14;Corporate;56 
Technology;2020-08-14;Consumer;1 
Furniture;2020-08-15;Consumer;360 
Office Supplies;2020-08-15;Consumer;20 
Office Supplies;2020-08-16;Corporate;2000 
Office Supplies;2020-08-16;Consumer;97 
Office Supplies;2020-08-17;Consumer;74 
Office Supplies;2020-08-18;Corporate;4306 
Furniture;2020-08-18;Consumer;4151 
Furniture;2020-08-18;Corporate;444 
Office Supplies;2020-08-18;Home Office;165 
Furniture;2020-08-18;Home Office;89 
Technology;2020-08-18;Home Office;85 
Technology;2020-08-18;Corporate;71 
Office Supplies;2020-08-19;Corporate;3589 
Technology;2020-08-19;Corporate;2045 
Office Supplies;2020-08-19;Home Office;313 
Office Supplies;2020-08-19;Consumer;271 
Furniture;2020-08-19;Corporate;206 
Technology;2020-08-19;Consumer;23 
Office Supplies;2020-08-20;Corporate;376 
Office Supplies;2020-08-20;Consumer;119 
Office Supplies;2020-08-21;Corporate;293 
Office Supplies;2020-08-21;Consumer;225 
Technology;2020-08-21;Corporate;100 
Technology;2020-08-21;Home Office;37 
Office Supplies;2020-08-22;Consumer;5160 
Furniture;2020-08-22;Consumer;1493 
Office Supplies;2020-08-22;Corporate;670 
Technology;2020-08-22;Consumer;410 
Furniture;2020-08-22;Corporate;330 
Office Supplies;2020-08-22;Home Office;255 
Furniture;2020-08-22;Home Office;115 
Technology;2020-08-22;Corporate;34 
Furniture;2020-08-23;Home Office;277 
Furniture;2020-08-23;Consumer;218 
Technology;2020-08-24;Consumer;3975 
Office Supplies;2020-08-24;Consumer;231 
Furniture;2020-08-24;Consumer;2 
Office Supplies;2020-08-25;Consumer;604 
Office Supplies;2020-08-25;Corporate;28 
Office Supplies;2020-08-26;Consumer;254 
Furniture;2020-08-26;Consumer;113 
Technology;2020-08-27;Home Office;78 
Furniture;2020-08-27;Consumer;67 
Office Supplies;2020-08-27;Home Office;50 
Technology;2020-08-28;Corporate;2180 
Furniture;2020-08-28;Corporate;1764 
Office Supplies;2020-08-28;Corporate;1662 
Technology;2020-08-28;Home Office;351 
Furniture;2020-08-28;Consumer;130 
Office Supplies;2020-08-28;Home Office;110 
Office Supplies;2020-08-28;Consumer;25 
Furniture;2020-08-29;Home Office;1240 
Office Supplies;2020-08-29;Home Office;214 
Office Supplies;2020-08-29;Consumer;53 
Technology;2020-08-29;Home Office;32 
Furniture;2020-08-30;Corporate;158 
Office Supplies;2020-08-30;Corporate;96 
Office Supplies;2020-09-01;Consumer;1135 
Technology;2020-09-01;Consumer;647 
Technology;2020-09-01;Home Office;607 
Furniture;2020-09-01;Corporate;501 
Office Supplies;2020-09-01;Corporate;157 
Office Supplies;2020-09-01;Home Office;11 
Furniture;2020-09-02;Consumer;552 
Office Supplies;2020-09-02;Corporate;327 
Furniture;2020-09-02;Corporate;295 
Technology;2020-09-02;Consumer;21 
Office Supplies;2020-09-02;Consumer;20 
Office Supplies;2020-09-02;Home Office;7 
Technology;2020-09-03;Home Office;3097 
Office Supplies;2020-09-03;Consumer;1870 
Furniture;2020-09-03;Corporate;1689 
Furniture;2020-09-03;Home Office;706 
Technology;2020-09-03;Corporate;544 
Office Supplies;2020-09-03;Home Office;543 
Office Supplies;2020-09-03;Corporate;347 
Furniture;2020-09-03;Consumer;237 
Technology;2020-09-03;Consumer;225 
Office Supplies;2020-09-04;Home Office;523 
Furniture;2020-09-04;Consumer;359 
Furniture;2020-09-04;Home Office;251 
Technology;2020-09-04;Home Office;242 
Technology;2020-09-04;Corporate;111 
Office Supplies;2020-09-04;Consumer;64 
Office Supplies;2020-09-04;Corporate;16 
Furniture;2020-09-05;Corporate;2298 
Furniture;2020-09-05;Consumer;1654 
Office Supplies;2020-09-05;Consumer;1255 
Office Supplies;2020-09-05;Corporate;163 
Technology;2020-09-05;Consumer;115 
Technology;2020-09-05;Home Office;44 
Office Supplies;2020-09-05;Home Office;37 
Office Supplies;2020-09-06;Home Office;138 
Technology;2020-09-06;Consumer;92 
Office Supplies;2020-09-06;Consumer;79 
Office Supplies;2020-09-08;Home Office;1559 
Technology;2020-09-08;Consumer;930 
Office Supplies;2020-09-08;Corporate;576 
Furniture;2020-09-08;Consumer;400 
Office Supplies;2020-09-08;Consumer;153 
Furniture;2020-09-09;Consumer;819 
Technology;2020-09-09;Corporate;457 
Technology;2020-09-09;Consumer;264 
Furniture;2020-09-09;Corporate;246 
Technology;2020-09-09;Home Office;162 
Office Supplies;2020-09-09;Corporate;153 
Office Supplies;2020-09-09;Home Office;57 
Technology;2020-09-10;Corporate;2667 
Office Supplies;2020-09-10;Corporate;849 
Office Supplies;2020-09-10;Consumer;612 
Furniture;2020-09-10;Consumer;324 
Furniture;2020-09-10;Corporate;138 
Office Supplies;2020-09-11;Home Office;694 
Technology;2020-09-11;Consumer;678 
Furniture;2020-09-11;Corporate;384 
Office Supplies;2020-09-11;Consumer;366 
Technology;2020-09-11;Corporate;157 
Office Supplies;2020-09-11;Corporate;96 
Office Supplies;2020-09-12;Consumer;2130 
Furniture;2020-09-12;Home Office;2116 
Furniture;2020-09-12;Consumer;832 
Office Supplies;2020-09-12;Home Office;218 
Technology;2020-09-12;Corporate;157 
Technology;2020-09-12;Consumer;76 
Office Supplies;2020-09-12;Corporate;17 
Office Supplies;2020-09-13;Consumer;369 
Office Supplies;2020-09-13;Corporate;94 
Furniture;2020-09-13;Consumer;8 
Office Supplies;2020-09-14;Consumer;14 
Technology;2020-09-15;Home Office;983 
Office Supplies;2020-09-15;Corporate;936 
Technology;2020-09-15;Corporate;887 
Furniture;2020-09-15;Home Office;595 
Technology;2020-09-15;Consumer;231 
Furniture;2020-09-15;Consumer;229 
Office Supplies;2020-09-15;Consumer;193 
Office Supplies;2020-09-15;Home Office;96 
Office Supplies;2020-09-16;Consumer;3064 
Furniture;2020-09-16;Consumer;1819 
Technology;2020-09-16;Consumer;763 
Furniture;2020-09-16;Corporate;600 
Technology;2020-09-16;Corporate;400 
Furniture;2020-09-16;Home Office;350 
Office Supplies;2020-09-16;Corporate;122 
Technology;2020-09-16;Home Office;65 
Office Supplies;2020-09-16;Home Office;38 
Office Supplies;2020-09-17;Consumer;580 
Technology;2020-09-17;Consumer;172 
Office Supplies;2020-09-17;Corporate;36 
Furniture;2020-09-17;Consumer;24 
Office Supplies;2020-09-17;Home Office;19 
Technology;2020-09-17;Home Office;18 
Technology;2020-09-18;Home Office;1430 
Furniture;2020-09-18;Corporate;1190 
Furniture;2020-09-18;Home Office;928 
Technology;2020-09-18;Consumer;564 
Office Supplies;2020-09-18;Corporate;470 
Office Supplies;2020-09-18;Home Office;107 
Office Supplies;2020-09-18;Consumer;45 
Office Supplies;2020-09-19;Corporate;628 
Technology;2020-09-19;Corporate;548 
Office Supplies;2020-09-19;Home Office;114 
Technology;2020-09-19;Consumer;108 
Office Supplies;2020-09-19;Consumer;85 
Furniture;2020-09-19;Corporate;29 
Technology;2020-09-20;Consumer;567 
Furniture;2020-09-20;Corporate;496 
Technology;2020-09-20;Corporate;356 
Office Supplies;2020-09-20;Corporate;139 
Office Supplies;2020-09-20;Consumer;67 
Office Supplies;2020-09-20;Home Office;43 
Furniture;2020-09-21;Consumer;4947 
Technology;2020-09-21;Consumer;1855 
Office Supplies;2020-09-21;Consumer;115 
Office Supplies;2020-09-22;Consumer;155 
Technology;2020-09-22;Consumer;144 
Office Supplies;2020-09-22;Corporate;14 
Office Supplies;2020-09-23;Consumer;5089 
Technology;2020-09-23;Consumer;1704 
Office Supplies;2020-09-23;Corporate;379 
Furniture;2020-09-23;Home Office;218 
Technology;2020-09-23;Corporate;183 
Office Supplies;2020-09-23;Home Office;105 
Furniture;2020-09-23;Consumer;12 
Office Supplies;2020-09-24;Consumer;1037 
Furniture;2020-09-24;Consumer;752 
Technology;2020-09-24;Consumer;620 
Furniture;2020-09-24;Corporate;27 
Office Supplies;2020-09-24;Home Office;13 
